filepaths,labels,processed_filepaths
raw\train\glioma\Tr-gl_0278.jpg,glioma,processed\train\glioma\Tr-gl_0278.jpg
raw\train\glioma\Tr-gl_0279.jpg,glioma,processed\train\glioma\Tr-gl_0279.jpg
raw\train\glioma\Tr-gl_0280.jpg,glioma,processed\train\glioma\Tr-gl_0280.jpg
raw\train\glioma\Tr-gl_0281.jpg,glioma,processed\train\glioma\Tr-gl_0281.jpg
raw\train\glioma\Tr-gl_0282.jpg,glioma,processed\train\glioma\Tr-gl_0282.jpg
raw\train\glioma\Tr-gl_0283.jpg,glioma,processed\train\glioma\Tr-gl_0283.jpg
raw\train\glioma\Tr-gl_0284.jpg,glioma,processed\train\glioma\Tr-gl_0284.jpg
raw\train\glioma\Tr-gl_0285.jpg,glioma,processed\train\glioma\Tr-gl_0285.jpg
raw\train\glioma\Tr-gl_0286.jpg,glioma,processed\train\glioma\Tr-gl_0286.jpg
raw\train\glioma\Tr-gl_0287.jpg,glioma,processed\train\glioma\Tr-gl_0287.jpg
raw\train\glioma\Tr-gl_0288.jpg,glioma,processed\train\glioma\Tr-gl_0288.jpg
raw\train\glioma\Tr-gl_0289.jpg,glioma,processed\train\glioma\Tr-gl_0289.jpg
raw\train\glioma\Tr-gl_0290.jpg,glioma,processed\train\glioma\Tr-gl_0290.jpg
raw\train\glioma\Tr-gl_0291.jpg,glioma,processed\train\glioma\Tr-gl_0291.jpg
raw\train\glioma\Tr-gl_0292.jpg,glioma,processed\train\glioma\Tr-gl_0292.jpg
raw\train\glioma\Tr-gl_0293.jpg,glioma,processed\train\glioma\Tr-gl_0293.jpg
raw\train\glioma\Tr-gl_0294.jpg,glioma,processed\train\glioma\Tr-gl_0294.jpg
raw\train\glioma\Tr-gl_0295.jpg,glioma,processed\train\glioma\Tr-gl_0295.jpg
raw\train\glioma\Tr-gl_0296.jpg,glioma,processed\train\glioma\Tr-gl_0296.jpg
raw\train\glioma\Tr-gl_0297.jpg,glioma,processed\train\glioma\Tr-gl_0297.jpg
raw\train\glioma\Tr-gl_0298.jpg,glioma,processed\train\glioma\Tr-gl_0298.jpg
raw\train\glioma\Tr-gl_0299.jpg,glioma,processed\train\glioma\Tr-gl_0299.jpg
raw\train\glioma\Tr-gl_0300.jpg,glioma,processed\train\glioma\Tr-gl_0300.jpg
raw\train\glioma\Tr-gl_0301.jpg,glioma,processed\train\glioma\Tr-gl_0301.jpg
raw\train\glioma\Tr-gl_0302.jpg,glioma,processed\train\glioma\Tr-gl_0302.jpg
raw\train\glioma\Tr-gl_0303.jpg,glioma,processed\train\glioma\Tr-gl_0303.jpg
raw\train\glioma\Tr-gl_0304.jpg,glioma,processed\train\glioma\Tr-gl_0304.jpg
raw\train\glioma\Tr-gl_0305.jpg,glioma,processed\train\glioma\Tr-gl_0305.jpg
raw\train\glioma\Tr-gl_0306.jpg,glioma,processed\train\glioma\Tr-gl_0306.jpg
raw\train\glioma\Tr-gl_0307.jpg,glioma,processed\train\glioma\Tr-gl_0307.jpg
raw\train\glioma\Tr-gl_0308.jpg,glioma,processed\train\glioma\Tr-gl_0308.jpg
raw\train\glioma\Tr-gl_0309.jpg,glioma,processed\train\glioma\Tr-gl_0309.jpg
raw\train\glioma\Tr-gl_0310.jpg,glioma,processed\train\glioma\Tr-gl_0310.jpg
raw\train\glioma\Tr-gl_0311.jpg,glioma,processed\train\glioma\Tr-gl_0311.jpg
raw\train\glioma\Tr-gl_0312.jpg,glioma,processed\train\glioma\Tr-gl_0312.jpg
raw\train\glioma\Tr-gl_0313.jpg,glioma,processed\train\glioma\Tr-gl_0313.jpg
raw\train\glioma\Tr-gl_0314.jpg,glioma,processed\train\glioma\Tr-gl_0314.jpg
raw\train\glioma\Tr-gl_0315.jpg,glioma,processed\train\glioma\Tr-gl_0315.jpg
raw\train\glioma\Tr-gl_0316.jpg,glioma,processed\train\glioma\Tr-gl_0316.jpg
raw\train\glioma\Tr-gl_0317.jpg,glioma,processed\train\glioma\Tr-gl_0317.jpg
raw\train\glioma\Tr-gl_0318.jpg,glioma,processed\train\glioma\Tr-gl_0318.jpg
raw\train\glioma\Tr-gl_0319.jpg,glioma,processed\train\glioma\Tr-gl_0319.jpg
raw\train\glioma\Tr-gl_0320.jpg,glioma,processed\train\glioma\Tr-gl_0320.jpg
raw\train\glioma\Tr-gl_0321.jpg,glioma,processed\train\glioma\Tr-gl_0321.jpg
raw\train\glioma\Tr-gl_0322.jpg,glioma,processed\train\glioma\Tr-gl_0322.jpg
raw\train\glioma\Tr-gl_0323.jpg,glioma,processed\train\glioma\Tr-gl_0323.jpg
raw\train\glioma\Tr-gl_0324.jpg,glioma,processed\train\glioma\Tr-gl_0324.jpg
raw\train\glioma\Tr-gl_0325.jpg,glioma,processed\train\glioma\Tr-gl_0325.jpg
raw\train\glioma\Tr-gl_0326.jpg,glioma,processed\train\glioma\Tr-gl_0326.jpg
raw\train\glioma\Tr-gl_0327.jpg,glioma,processed\train\glioma\Tr-gl_0327.jpg
raw\train\glioma\Tr-gl_0328.jpg,glioma,processed\train\glioma\Tr-gl_0328.jpg
raw\train\glioma\Tr-gl_0329.jpg,glioma,processed\train\glioma\Tr-gl_0329.jpg
raw\train\glioma\Tr-gl_0330.jpg,glioma,processed\train\glioma\Tr-gl_0330.jpg
raw\train\glioma\Tr-gl_0331.jpg,glioma,processed\train\glioma\Tr-gl_0331.jpg
raw\train\glioma\Tr-gl_0332.jpg,glioma,processed\train\glioma\Tr-gl_0332.jpg
raw\train\glioma\Tr-gl_0333.jpg,glioma,processed\train\glioma\Tr-gl_0333.jpg
raw\train\glioma\Tr-gl_0334.jpg,glioma,processed\train\glioma\Tr-gl_0334.jpg
raw\train\glioma\Tr-gl_0335.jpg,glioma,processed\train\glioma\Tr-gl_0335.jpg
raw\train\glioma\Tr-gl_0336.jpg,glioma,processed\train\glioma\Tr-gl_0336.jpg
raw\train\glioma\Tr-gl_0337.jpg,glioma,processed\train\glioma\Tr-gl_0337.jpg
raw\train\glioma\Tr-gl_0338.jpg,glioma,processed\train\glioma\Tr-gl_0338.jpg
raw\train\glioma\Tr-gl_0339.jpg,glioma,processed\train\glioma\Tr-gl_0339.jpg
raw\train\glioma\Tr-gl_0340.jpg,glioma,processed\train\glioma\Tr-gl_0340.jpg
raw\train\glioma\Tr-gl_0341.jpg,glioma,processed\train\glioma\Tr-gl_0341.jpg
raw\train\glioma\Tr-gl_0342.jpg,glioma,processed\train\glioma\Tr-gl_0342.jpg
raw\train\glioma\Tr-gl_0343.jpg,glioma,processed\train\glioma\Tr-gl_0343.jpg
raw\train\glioma\Tr-gl_0344.jpg,glioma,processed\train\glioma\Tr-gl_0344.jpg
raw\train\glioma\Tr-gl_0345.jpg,glioma,processed\train\glioma\Tr-gl_0345.jpg
raw\train\glioma\Tr-gl_0346.jpg,glioma,processed\train\glioma\Tr-gl_0346.jpg
raw\train\glioma\Tr-gl_0347.jpg,glioma,processed\train\glioma\Tr-gl_0347.jpg
raw\train\glioma\Tr-gl_0348.jpg,glioma,processed\train\glioma\Tr-gl_0348.jpg
raw\train\glioma\Tr-gl_0349.jpg,glioma,processed\train\glioma\Tr-gl_0349.jpg
raw\train\glioma\Tr-gl_0350.jpg,glioma,processed\train\glioma\Tr-gl_0350.jpg
raw\train\glioma\Tr-gl_0351.jpg,glioma,processed\train\glioma\Tr-gl_0351.jpg
raw\train\glioma\Tr-gl_0352.jpg,glioma,processed\train\glioma\Tr-gl_0352.jpg
raw\train\glioma\Tr-gl_0353.jpg,glioma,processed\train\glioma\Tr-gl_0353.jpg
raw\train\glioma\Tr-gl_0354.jpg,glioma,processed\train\glioma\Tr-gl_0354.jpg
raw\train\glioma\Tr-gl_0355.jpg,glioma,processed\train\glioma\Tr-gl_0355.jpg
raw\train\glioma\Tr-gl_0356.jpg,glioma,processed\train\glioma\Tr-gl_0356.jpg
raw\train\glioma\Tr-gl_0357.jpg,glioma,processed\train\glioma\Tr-gl_0357.jpg
raw\train\glioma\Tr-gl_0358.jpg,glioma,processed\train\glioma\Tr-gl_0358.jpg
raw\train\glioma\Tr-gl_0359.jpg,glioma,processed\train\glioma\Tr-gl_0359.jpg
raw\train\glioma\Tr-gl_0360.jpg,glioma,processed\train\glioma\Tr-gl_0360.jpg
raw\train\glioma\Tr-gl_0361.jpg,glioma,processed\train\glioma\Tr-gl_0361.jpg
raw\train\glioma\Tr-gl_0362.jpg,glioma,processed\train\glioma\Tr-gl_0362.jpg
raw\train\glioma\Tr-gl_0363.jpg,glioma,processed\train\glioma\Tr-gl_0363.jpg
raw\train\glioma\Tr-gl_0364.jpg,glioma,processed\train\glioma\Tr-gl_0364.jpg
raw\train\glioma\Tr-gl_0365.jpg,glioma,processed\train\glioma\Tr-gl_0365.jpg
raw\train\glioma\Tr-gl_0366.jpg,glioma,processed\train\glioma\Tr-gl_0366.jpg
raw\train\glioma\Tr-gl_0367.jpg,glioma,processed\train\glioma\Tr-gl_0367.jpg
raw\train\glioma\Tr-gl_0368.jpg,glioma,processed\train\glioma\Tr-gl_0368.jpg
raw\train\glioma\Tr-gl_0369.jpg,glioma,processed\train\glioma\Tr-gl_0369.jpg
raw\train\glioma\Tr-gl_0370.jpg,glioma,processed\train\glioma\Tr-gl_0370.jpg
raw\train\glioma\Tr-gl_0371.jpg,glioma,processed\train\glioma\Tr-gl_0371.jpg
raw\train\glioma\Tr-gl_0372.jpg,glioma,processed\train\glioma\Tr-gl_0372.jpg
raw\train\glioma\Tr-gl_0373.jpg,glioma,processed\train\glioma\Tr-gl_0373.jpg
raw\train\glioma\Tr-gl_0374.jpg,glioma,processed\train\glioma\Tr-gl_0374.jpg
raw\train\glioma\Tr-gl_0375.jpg,glioma,processed\train\glioma\Tr-gl_0375.jpg
raw\train\glioma\Tr-gl_0376.jpg,glioma,processed\train\glioma\Tr-gl_0376.jpg
raw\train\glioma\Tr-gl_0377.jpg,glioma,processed\train\glioma\Tr-gl_0377.jpg
raw\train\glioma\Tr-gl_0378.jpg,glioma,processed\train\glioma\Tr-gl_0378.jpg
raw\train\glioma\Tr-gl_0379.jpg,glioma,processed\train\glioma\Tr-gl_0379.jpg
raw\train\glioma\Tr-gl_0380.jpg,glioma,processed\train\glioma\Tr-gl_0380.jpg
raw\train\glioma\Tr-gl_0381.jpg,glioma,processed\train\glioma\Tr-gl_0381.jpg
raw\train\glioma\Tr-gl_0382.jpg,glioma,processed\train\glioma\Tr-gl_0382.jpg
raw\train\glioma\Tr-gl_0383.jpg,glioma,processed\train\glioma\Tr-gl_0383.jpg
raw\train\glioma\Tr-gl_0384.jpg,glioma,processed\train\glioma\Tr-gl_0384.jpg
raw\train\glioma\Tr-gl_0385.jpg,glioma,processed\train\glioma\Tr-gl_0385.jpg
raw\train\glioma\Tr-gl_0386.jpg,glioma,processed\train\glioma\Tr-gl_0386.jpg
raw\train\glioma\Tr-gl_0387.jpg,glioma,processed\train\glioma\Tr-gl_0387.jpg
raw\train\glioma\Tr-gl_0388.jpg,glioma,processed\train\glioma\Tr-gl_0388.jpg
raw\train\glioma\Tr-gl_0389.jpg,glioma,processed\train\glioma\Tr-gl_0389.jpg
raw\train\glioma\Tr-gl_0390.jpg,glioma,processed\train\glioma\Tr-gl_0390.jpg
raw\train\glioma\Tr-gl_0391.jpg,glioma,processed\train\glioma\Tr-gl_0391.jpg
raw\train\glioma\Tr-gl_0392.jpg,glioma,processed\train\glioma\Tr-gl_0392.jpg
raw\train\glioma\Tr-gl_0393.jpg,glioma,processed\train\glioma\Tr-gl_0393.jpg
raw\train\glioma\Tr-gl_0394.jpg,glioma,processed\train\glioma\Tr-gl_0394.jpg
raw\train\glioma\Tr-gl_0395.jpg,glioma,processed\train\glioma\Tr-gl_0395.jpg
raw\train\glioma\Tr-gl_0396.jpg,glioma,processed\train\glioma\Tr-gl_0396.jpg
raw\train\glioma\Tr-gl_0397.jpg,glioma,processed\train\glioma\Tr-gl_0397.jpg
raw\train\glioma\Tr-gl_0398.jpg,glioma,processed\train\glioma\Tr-gl_0398.jpg
raw\train\glioma\Tr-gl_0399.jpg,glioma,processed\train\glioma\Tr-gl_0399.jpg
raw\train\glioma\Tr-gl_0400.jpg,glioma,processed\train\glioma\Tr-gl_0400.jpg
raw\train\glioma\Tr-gl_0401.jpg,glioma,processed\train\glioma\Tr-gl_0401.jpg
raw\train\glioma\Tr-gl_0402.jpg,glioma,processed\train\glioma\Tr-gl_0402.jpg
raw\train\glioma\Tr-gl_0403.jpg,glioma,processed\train\glioma\Tr-gl_0403.jpg
raw\train\glioma\Tr-gl_0404.jpg,glioma,processed\train\glioma\Tr-gl_0404.jpg
raw\train\glioma\Tr-gl_0405.jpg,glioma,processed\train\glioma\Tr-gl_0405.jpg
raw\train\glioma\Tr-gl_0406.jpg,glioma,processed\train\glioma\Tr-gl_0406.jpg
raw\train\glioma\Tr-gl_0407.jpg,glioma,processed\train\glioma\Tr-gl_0407.jpg
raw\train\glioma\Tr-gl_0408.jpg,glioma,processed\train\glioma\Tr-gl_0408.jpg
raw\train\glioma\Tr-gl_0409.jpg,glioma,processed\train\glioma\Tr-gl_0409.jpg
raw\train\glioma\Tr-gl_0410.jpg,glioma,processed\train\glioma\Tr-gl_0410.jpg
raw\train\glioma\Tr-gl_0411.jpg,glioma,processed\train\glioma\Tr-gl_0411.jpg
raw\train\glioma\Tr-gl_0412.jpg,glioma,processed\train\glioma\Tr-gl_0412.jpg
raw\train\glioma\Tr-gl_0413.jpg,glioma,processed\train\glioma\Tr-gl_0413.jpg
raw\train\glioma\Tr-gl_0414.jpg,glioma,processed\train\glioma\Tr-gl_0414.jpg
raw\train\glioma\Tr-gl_0415.jpg,glioma,processed\train\glioma\Tr-gl_0415.jpg
raw\train\glioma\Tr-gl_0416.jpg,glioma,processed\train\glioma\Tr-gl_0416.jpg
raw\train\glioma\Tr-gl_0417.jpg,glioma,processed\train\glioma\Tr-gl_0417.jpg
raw\train\glioma\Tr-gl_0418.jpg,glioma,processed\train\glioma\Tr-gl_0418.jpg
raw\train\glioma\Tr-gl_0419.jpg,glioma,processed\train\glioma\Tr-gl_0419.jpg
raw\train\glioma\Tr-gl_0420.jpg,glioma,processed\train\glioma\Tr-gl_0420.jpg
raw\train\glioma\Tr-gl_0421.jpg,glioma,processed\train\glioma\Tr-gl_0421.jpg
raw\train\glioma\Tr-gl_0422.jpg,glioma,processed\train\glioma\Tr-gl_0422.jpg
raw\train\glioma\Tr-gl_0423.jpg,glioma,processed\train\glioma\Tr-gl_0423.jpg
raw\train\glioma\Tr-gl_0424.jpg,glioma,processed\train\glioma\Tr-gl_0424.jpg
raw\train\glioma\Tr-gl_0425.jpg,glioma,processed\train\glioma\Tr-gl_0425.jpg
raw\train\glioma\Tr-gl_0426.jpg,glioma,processed\train\glioma\Tr-gl_0426.jpg
raw\train\glioma\Tr-gl_0427.jpg,glioma,processed\train\glioma\Tr-gl_0427.jpg
raw\train\glioma\Tr-gl_0428.jpg,glioma,processed\train\glioma\Tr-gl_0428.jpg
raw\train\glioma\Tr-gl_0429.jpg,glioma,processed\train\glioma\Tr-gl_0429.jpg
raw\train\glioma\Tr-gl_0430.jpg,glioma,processed\train\glioma\Tr-gl_0430.jpg
raw\train\glioma\Tr-gl_0431.jpg,glioma,processed\train\glioma\Tr-gl_0431.jpg
raw\train\glioma\Tr-gl_0432.jpg,glioma,processed\train\glioma\Tr-gl_0432.jpg
raw\train\glioma\Tr-gl_0433.jpg,glioma,processed\train\glioma\Tr-gl_0433.jpg
raw\train\glioma\Tr-gl_0434.jpg,glioma,processed\train\glioma\Tr-gl_0434.jpg
raw\train\glioma\Tr-gl_0435.jpg,glioma,processed\train\glioma\Tr-gl_0435.jpg
raw\train\glioma\Tr-gl_0436.jpg,glioma,processed\train\glioma\Tr-gl_0436.jpg
raw\train\glioma\Tr-gl_0437.jpg,glioma,processed\train\glioma\Tr-gl_0437.jpg
raw\train\glioma\Tr-gl_0438.jpg,glioma,processed\train\glioma\Tr-gl_0438.jpg
raw\train\glioma\Tr-gl_0439.jpg,glioma,processed\train\glioma\Tr-gl_0439.jpg
raw\train\glioma\Tr-gl_0440.jpg,glioma,processed\train\glioma\Tr-gl_0440.jpg
raw\train\glioma\Tr-gl_0441.jpg,glioma,processed\train\glioma\Tr-gl_0441.jpg
raw\train\glioma\Tr-gl_0442.jpg,glioma,processed\train\glioma\Tr-gl_0442.jpg
raw\train\glioma\Tr-gl_0443.jpg,glioma,processed\train\glioma\Tr-gl_0443.jpg
raw\train\glioma\Tr-gl_0444.jpg,glioma,processed\train\glioma\Tr-gl_0444.jpg
raw\train\glioma\Tr-gl_0445.jpg,glioma,processed\train\glioma\Tr-gl_0445.jpg
raw\train\glioma\Tr-gl_0446.jpg,glioma,processed\train\glioma\Tr-gl_0446.jpg
raw\train\glioma\Tr-gl_0447.jpg,glioma,processed\train\glioma\Tr-gl_0447.jpg
raw\train\glioma\Tr-gl_0448.jpg,glioma,processed\train\glioma\Tr-gl_0448.jpg
raw\train\glioma\Tr-gl_0449.jpg,glioma,processed\train\glioma\Tr-gl_0449.jpg
raw\train\glioma\Tr-gl_0450.jpg,glioma,processed\train\glioma\Tr-gl_0450.jpg
raw\train\glioma\Tr-gl_0451.jpg,glioma,processed\train\glioma\Tr-gl_0451.jpg
raw\train\glioma\Tr-gl_0452.jpg,glioma,processed\train\glioma\Tr-gl_0452.jpg
raw\train\glioma\Tr-gl_0453.jpg,glioma,processed\train\glioma\Tr-gl_0453.jpg
raw\train\glioma\Tr-gl_0454.jpg,glioma,processed\train\glioma\Tr-gl_0454.jpg
raw\train\glioma\Tr-gl_0455.jpg,glioma,processed\train\glioma\Tr-gl_0455.jpg
raw\train\glioma\Tr-gl_0456.jpg,glioma,processed\train\glioma\Tr-gl_0456.jpg
raw\train\glioma\Tr-gl_0457.jpg,glioma,processed\train\glioma\Tr-gl_0457.jpg
raw\train\glioma\Tr-gl_0458.jpg,glioma,processed\train\glioma\Tr-gl_0458.jpg
raw\train\glioma\Tr-gl_0459.jpg,glioma,processed\train\glioma\Tr-gl_0459.jpg
raw\train\glioma\Tr-gl_0460.jpg,glioma,processed\train\glioma\Tr-gl_0460.jpg
raw\train\glioma\Tr-gl_0461.jpg,glioma,processed\train\glioma\Tr-gl_0461.jpg
raw\train\glioma\Tr-gl_0462.jpg,glioma,processed\train\glioma\Tr-gl_0462.jpg
raw\train\glioma\Tr-gl_0463.jpg,glioma,processed\train\glioma\Tr-gl_0463.jpg
raw\train\glioma\Tr-gl_0464.jpg,glioma,processed\train\glioma\Tr-gl_0464.jpg
raw\train\glioma\Tr-gl_0465.jpg,glioma,processed\train\glioma\Tr-gl_0465.jpg
raw\train\glioma\Tr-gl_0466.jpg,glioma,processed\train\glioma\Tr-gl_0466.jpg
raw\train\glioma\Tr-gl_0467.jpg,glioma,processed\train\glioma\Tr-gl_0467.jpg
raw\train\glioma\Tr-gl_0468.jpg,glioma,processed\train\glioma\Tr-gl_0468.jpg
raw\train\glioma\Tr-gl_0469.jpg,glioma,processed\train\glioma\Tr-gl_0469.jpg
raw\train\glioma\Tr-gl_0470.jpg,glioma,processed\train\glioma\Tr-gl_0470.jpg
raw\train\glioma\Tr-gl_0471.jpg,glioma,processed\train\glioma\Tr-gl_0471.jpg
raw\train\glioma\Tr-gl_0472.jpg,glioma,processed\train\glioma\Tr-gl_0472.jpg
raw\train\glioma\Tr-gl_0473.jpg,glioma,processed\train\glioma\Tr-gl_0473.jpg
raw\train\glioma\Tr-gl_0474.jpg,glioma,processed\train\glioma\Tr-gl_0474.jpg
raw\train\glioma\Tr-gl_0475.jpg,glioma,processed\train\glioma\Tr-gl_0475.jpg
raw\train\glioma\Tr-gl_0476.jpg,glioma,processed\train\glioma\Tr-gl_0476.jpg
raw\train\glioma\Tr-gl_0477.jpg,glioma,processed\train\glioma\Tr-gl_0477.jpg
raw\train\glioma\Tr-gl_0478.jpg,glioma,processed\train\glioma\Tr-gl_0478.jpg
raw\train\glioma\Tr-gl_0479.jpg,glioma,processed\train\glioma\Tr-gl_0479.jpg
raw\train\glioma\Tr-gl_0480.jpg,glioma,processed\train\glioma\Tr-gl_0480.jpg
raw\train\glioma\Tr-gl_0481.jpg,glioma,processed\train\glioma\Tr-gl_0481.jpg
raw\train\glioma\Tr-gl_0482.jpg,glioma,processed\train\glioma\Tr-gl_0482.jpg
raw\train\glioma\Tr-gl_0483.jpg,glioma,processed\train\glioma\Tr-gl_0483.jpg
raw\train\glioma\Tr-gl_0484.jpg,glioma,processed\train\glioma\Tr-gl_0484.jpg
raw\train\glioma\Tr-gl_0485.jpg,glioma,processed\train\glioma\Tr-gl_0485.jpg
raw\train\glioma\Tr-gl_0486.jpg,glioma,processed\train\glioma\Tr-gl_0486.jpg
raw\train\glioma\Tr-gl_0487.jpg,glioma,processed\train\glioma\Tr-gl_0487.jpg
raw\train\glioma\Tr-gl_0488.jpg,glioma,processed\train\glioma\Tr-gl_0488.jpg
raw\train\glioma\Tr-gl_0489.jpg,glioma,processed\train\glioma\Tr-gl_0489.jpg
raw\train\glioma\Tr-gl_0490.jpg,glioma,processed\train\glioma\Tr-gl_0490.jpg
raw\train\glioma\Tr-gl_0491.jpg,glioma,processed\train\glioma\Tr-gl_0491.jpg
raw\train\glioma\Tr-gl_0492.jpg,glioma,processed\train\glioma\Tr-gl_0492.jpg
raw\train\glioma\Tr-gl_0493.jpg,glioma,processed\train\glioma\Tr-gl_0493.jpg
raw\train\glioma\Tr-gl_0494.jpg,glioma,processed\train\glioma\Tr-gl_0494.jpg
raw\train\glioma\Tr-gl_0495.jpg,glioma,processed\train\glioma\Tr-gl_0495.jpg
raw\train\glioma\Tr-gl_0496.jpg,glioma,processed\train\glioma\Tr-gl_0496.jpg
raw\train\glioma\Tr-gl_0497.jpg,glioma,processed\train\glioma\Tr-gl_0497.jpg
raw\train\glioma\Tr-gl_0498.jpg,glioma,processed\train\glioma\Tr-gl_0498.jpg
raw\train\glioma\Tr-gl_0499.jpg,glioma,processed\train\glioma\Tr-gl_0499.jpg
raw\train\glioma\Tr-gl_0500.jpg,glioma,processed\train\glioma\Tr-gl_0500.jpg
raw\train\glioma\Tr-gl_0501.jpg,glioma,processed\train\glioma\Tr-gl_0501.jpg
raw\train\glioma\Tr-gl_0502.jpg,glioma,processed\train\glioma\Tr-gl_0502.jpg
raw\train\glioma\Tr-gl_0503.jpg,glioma,processed\train\glioma\Tr-gl_0503.jpg
raw\train\glioma\Tr-gl_0504.jpg,glioma,processed\train\glioma\Tr-gl_0504.jpg
raw\train\glioma\Tr-gl_0505.jpg,glioma,processed\train\glioma\Tr-gl_0505.jpg
raw\train\glioma\Tr-gl_0506.jpg,glioma,processed\train\glioma\Tr-gl_0506.jpg
raw\train\glioma\Tr-gl_0507.jpg,glioma,processed\train\glioma\Tr-gl_0507.jpg
raw\train\glioma\Tr-gl_0508.jpg,glioma,processed\train\glioma\Tr-gl_0508.jpg
raw\train\glioma\Tr-gl_0509.jpg,glioma,processed\train\glioma\Tr-gl_0509.jpg
raw\train\glioma\Tr-gl_0510.jpg,glioma,processed\train\glioma\Tr-gl_0510.jpg
raw\train\glioma\Tr-gl_0511.jpg,glioma,processed\train\glioma\Tr-gl_0511.jpg
raw\train\glioma\Tr-gl_0512.jpg,glioma,processed\train\glioma\Tr-gl_0512.jpg
raw\train\glioma\Tr-gl_0513.jpg,glioma,processed\train\glioma\Tr-gl_0513.jpg
raw\train\glioma\Tr-gl_0514.jpg,glioma,processed\train\glioma\Tr-gl_0514.jpg
raw\train\glioma\Tr-gl_0515.jpg,glioma,processed\train\glioma\Tr-gl_0515.jpg
raw\train\glioma\Tr-gl_0516.jpg,glioma,processed\train\glioma\Tr-gl_0516.jpg
raw\train\glioma\Tr-gl_0517.jpg,glioma,processed\train\glioma\Tr-gl_0517.jpg
raw\train\glioma\Tr-gl_0518.jpg,glioma,processed\train\glioma\Tr-gl_0518.jpg
raw\train\glioma\Tr-gl_0519.jpg,glioma,processed\train\glioma\Tr-gl_0519.jpg
raw\train\glioma\Tr-gl_0520.jpg,glioma,processed\train\glioma\Tr-gl_0520.jpg
raw\train\glioma\Tr-gl_0521.jpg,glioma,processed\train\glioma\Tr-gl_0521.jpg
raw\train\glioma\Tr-gl_0522.jpg,glioma,processed\train\glioma\Tr-gl_0522.jpg
raw\train\glioma\Tr-gl_0523.jpg,glioma,processed\train\glioma\Tr-gl_0523.jpg
raw\train\glioma\Tr-gl_0524.jpg,glioma,processed\train\glioma\Tr-gl_0524.jpg
raw\train\glioma\Tr-gl_0525.jpg,glioma,processed\train\glioma\Tr-gl_0525.jpg
raw\train\glioma\Tr-gl_0526.jpg,glioma,processed\train\glioma\Tr-gl_0526.jpg
raw\train\glioma\Tr-gl_0527.jpg,glioma,processed\train\glioma\Tr-gl_0527.jpg
raw\train\glioma\Tr-gl_0528.jpg,glioma,processed\train\glioma\Tr-gl_0528.jpg
raw\train\glioma\Tr-gl_0529.jpg,glioma,processed\train\glioma\Tr-gl_0529.jpg
raw\train\glioma\Tr-gl_0530.jpg,glioma,processed\train\glioma\Tr-gl_0530.jpg
raw\train\glioma\Tr-gl_0531.jpg,glioma,processed\train\glioma\Tr-gl_0531.jpg
raw\train\glioma\Tr-gl_0532.jpg,glioma,processed\train\glioma\Tr-gl_0532.jpg
raw\train\glioma\Tr-gl_0533.jpg,glioma,processed\train\glioma\Tr-gl_0533.jpg
raw\train\glioma\Tr-gl_0534.jpg,glioma,processed\train\glioma\Tr-gl_0534.jpg
raw\train\glioma\Tr-gl_0535.jpg,glioma,processed\train\glioma\Tr-gl_0535.jpg
raw\train\glioma\Tr-gl_0536.jpg,glioma,processed\train\glioma\Tr-gl_0536.jpg
raw\train\glioma\Tr-gl_0537.jpg,glioma,processed\train\glioma\Tr-gl_0537.jpg
raw\train\glioma\Tr-gl_0538.jpg,glioma,processed\train\glioma\Tr-gl_0538.jpg
raw\train\glioma\Tr-gl_0539.jpg,glioma,processed\train\glioma\Tr-gl_0539.jpg
raw\train\glioma\Tr-gl_0540.jpg,glioma,processed\train\glioma\Tr-gl_0540.jpg
raw\train\glioma\Tr-gl_0541.jpg,glioma,processed\train\glioma\Tr-gl_0541.jpg
raw\train\glioma\Tr-gl_0542.jpg,glioma,processed\train\glioma\Tr-gl_0542.jpg
raw\train\glioma\Tr-gl_0543.jpg,glioma,processed\train\glioma\Tr-gl_0543.jpg
raw\train\glioma\Tr-gl_0544.jpg,glioma,processed\train\glioma\Tr-gl_0544.jpg
raw\train\glioma\Tr-gl_0545.jpg,glioma,processed\train\glioma\Tr-gl_0545.jpg
raw\train\glioma\Tr-gl_0546.jpg,glioma,processed\train\glioma\Tr-gl_0546.jpg
raw\train\glioma\Tr-gl_0547.jpg,glioma,processed\train\glioma\Tr-gl_0547.jpg
raw\train\glioma\Tr-gl_0548.jpg,glioma,processed\train\glioma\Tr-gl_0548.jpg
raw\train\glioma\Tr-gl_0549.jpg,glioma,processed\train\glioma\Tr-gl_0549.jpg
raw\train\glioma\Tr-gl_0550.jpg,glioma,processed\train\glioma\Tr-gl_0550.jpg
raw\train\glioma\Tr-gl_0551.jpg,glioma,processed\train\glioma\Tr-gl_0551.jpg
raw\train\glioma\Tr-gl_0552.jpg,glioma,processed\train\glioma\Tr-gl_0552.jpg
raw\train\glioma\Tr-gl_0553.jpg,glioma,processed\train\glioma\Tr-gl_0553.jpg
raw\train\glioma\Tr-gl_0554.jpg,glioma,processed\train\glioma\Tr-gl_0554.jpg
raw\train\glioma\Tr-gl_0555.jpg,glioma,processed\train\glioma\Tr-gl_0555.jpg
raw\train\glioma\Tr-gl_0556.jpg,glioma,processed\train\glioma\Tr-gl_0556.jpg
